,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,genre,duration
8339,33,30.0,Better,Khalid,46.0,3213129,-6%,https://www.youtube.com/watch?v=x3bfa3DZ8JM,"['alternative metal', 'grunge', 'industrial metal', 'rock', 'alternative rock', 'industrial rock', 'rap rock', 'post-hardcore', 'nu metal']",190066
8340,34,40.0,Talk,"Khalid, Megan Thee Stallion & Yo Gotti",25.0,3187362,10.7%,https://www.youtube.com/watch?v=hE2Ira-Cwxo,"['australian pop', 'pop', 'edm', 'pop dance', 'electro house', 'electronic trap', 'dance pop', 'pop rap']",237960
8341,36,13.0,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,3.0,3133133,-42.2%,https://www.youtube.com/watch?v=FbcLcSY2au4,"['southern hip hop', 'trap', 'pop', 'hip pop', 'houston rap', 'post-teen pop', 'queens hip hop', 'hip hop', 'trap queen', 'trap soul', 'r&b', 'dance pop', 'pop rap']",199427
8342,37,39.0,Happier (feat. Bastille),Marshmello,50.0,3097605,6.9%,https://www.youtube.com/watch?v=m7Bc3pLyij0,[],Unknown
8343,38,21.0,Si Se Da,Myke Towers & Farruko,16.0,3060914,-30.6%,https://www.youtube.com/watch?v=LXjRV-oSD1U,"['latin hip hop', 'latin', 'tropical', 'reggaeton', 'trap latino']",237013
8344,39,32.0,My Type,Saweetie,8.0,2917706,-10.9%,https://www.youtube.com/watch?v=x5c2iRHlAHA,['australian comedy'],136320
8345,40,38.0,7 rings,Ariana Grande,32.0,2903604,-0.7%,https://www.youtube.com/watch?v=QYh6mYIJG2Y,"['post-teen pop', 'pop', 'dance pop']",178626
8346,41,36.0,The London (feat. J. Cole & Travis Scott),Young Thug,14.0,2828739,-6.7%,https://www.youtube.com/watch?v=OKhT_6XtD7I,"['trap', 'atl trap', 'atl hip hop', 'rap', 'hip hop', 'slap house', 'gangster rap', 'north carolina hip hop', 'conscious hip hop', 'melodic rap', 'pop rap']",200186
8347,43,42.0,Con Calma (Remix) (feat. Snow),Daddy Yankee & Katy Perry,31.0,2683803,-4.1%,https://www.youtube.com/watch?v=lmCEZhb-z-Q,[],Unknown
8348,45,43.0,Nunca Es Suficiente (Live) (feat. Natalia Lafourcade),Los Ángeles Azules,23.0,2621100,-1.8%,https://www.youtube.com/watch?v=k76BgIb89-s,[],Unknown
8349,49,74.0,How Do You Sleep?,Sam Smith,6.0,2542381,38.8%,https://www.youtube.com/watch?v=PmYypVozQb4,"['modern alternative rock', 'welsh indie']",220977
8350,50,35.0,One Thing Right,Marshmello & Kane Brown,4.0,2506855,-18.9%,https://www.youtube.com/watch?v=29a6o5vRKVM,"['pop', 'country', 'edm', 'country road', 'pop dance', 'brostep', 'contemporary country', 'progressive electro house', 'dance pop']",181823
8351,52,44.0,God's Country,Blake Shelton,20.0,2482097,-6.3%,https://www.youtube.com/watch?v=ZEWGyyLiqY4,"['oklahoma country', 'country road', 'contemporary country', 'country']",204800
8352,53,33.0,LA CANCIÓN,J Balvin & Bad Bunny,6.0,2462133,-24.5%,https://www.youtube.com/watch?v=LxOTsiV4tkQ,"['trap latino', 'reggaeton', 'latin', 'reggaeton colombiano']",242573
8353,54,54.0,Con Altura (feat. El Guincho),ROSALÍA & J Balvin,19.0,2450838,0.7%,https://www.youtube.com/watch?v=p7bfOZek9t4,[],Unknown
8354,56,10.0,Mac 10 (feat. Lil Baby & Lil Duke),Trippie Redd,4.0,2447112,-57.3%,https://www.youtube.com/watch?v=rHp3OdBZTqs,[],Unknown
8355,57,95.0,Worth It,YK Osiris,22.0,2445306,54.2%,https://www.youtube.com/watch?v=nPiFfJ0UTqE,"['trap', 'atl trap', 'atl hip hop', 'rap', 'hip hop', 'gangster rap', 'melodic rap', 'pop rap']",186026
8356,58,57.0,Did it Again,Lil Tecca,4.0,2435665,4.6%,https://www.youtube.com/watch?v=YdrUe_IFSjs,[],Unknown
8357,59,49.0,Easy (Remix) (feat. Chris Brown),DaniLeigh,11.0,2371305,-5.2%,https://www.youtube.com/watch?v=7Nbv3reNErw,[],Unknown
8358,60,56.0,Panini,Lil Nas X,10.0,2367998,1.4%,https://www.youtube.com/watch?v=bXcSLI58-h8,"['country rap', 'queer country', 'lgbtq+ hip hop', 'pop rap']",114893
8359,61,52.0,It's You,Ali Gatie,11.0,2364193,-3.1%,https://www.youtube.com/watch?v=F-cO2CMue4Q,['sunshine pop'],201306
8360,62,48.0,SOLTERA (feat. Chris Jedi & Gaby Music),Lunay,16.0,2336806,-6.7%,https://www.youtube.com/watch?v=YZxmoOvqWek,[],Unknown
8361,64,73.0,Break This Down,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, China Anne McClain, Mitchell Hope, Thomas Doherty, Dylan Playfair, Sarah Jeffery, Jadah Marie, Brenna D'Amico & Zachary Gibson",4.0,2290332,24.8%,https://www.youtube.com/watch?v=6PiM60us7bQ,"['social media pop', 'pop', 'post-teen pop', 'disney', 'dance pop']",209426
8362,66,53.0,Shotta Flow 3,NLE Choppa,6.0,2208114,-9.3%,https://www.youtube.com/watch?v=FvGgFzagfI4,"['trap', 'memphis hip hop']",181237
8363,67,51.0,Daddy (feat. Rich The Kid),Blueface,10.0,2168504,-12.3%,https://www.youtube.com/watch?v=-z6tnA8DfG8,[],Unknown
8364,68,65.0,"Yo x Ti, Tu x Mi",ROSALÍA & Ozuna,2.0,2162990,4.6%,https://www.youtube.com/watch?v=2j3x0VYnehg,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino', 'r&b en espanol']",201040
8365,69,60.0,I Don't Care,Ed Sheeran & Justin Bieber,16.0,2151115,-0.9%,https://www.youtube.com/watch?v=y83x7MgzWOA,"['acoustic blues', 'piedmont blues', 'traditional blues', 'country blues', 'blues']",174026
8366,70,58.0,Leave Em Alone (feat. City Girls & PnB Rock),"Quality Control, Layton Greene & Lil Baby",8.0,2107715,-6%,https://www.youtube.com/watch?v=DApzVVyNMRI,[],Unknown
8367,72,55.0,boyfriend,Ariana Grande & Social House,4.0,2070557,-13.9%,https://www.youtube.com/watch?v=9SRxBTtspYM,['workout product'],193234
8368,73,70.0,Ballin,Mustard,6.0,2000753,4.5%,https://www.youtube.com/watch?v=YS0h2-hy9rw,"['trap', 'melodic rap', 'pop r&b']",147480
8369,74,37.0,BIG,Young M.A,3.0,1993428,-32.2%,https://www.youtube.com/watch?v=Ma_0WZbksBE,"['trap', 'lgbtq+ hip hop', 'rap', 'nyc rap', 'pop rap']",225919
8370,75,83.0,Exchange,Bryson Tiller,12.0,1959978,13.1%,https://www.youtube.com/watch?v=aj9coPGuFkM,"['nu jazz', 'electronica', 'trip hop', 'big beat', 'downtempo']",251200
8371,76,80.0,Beautiful People (feat. Khalid),Ed Sheeran,4.0,1890266,7.3%,https://www.youtube.com/watch?v=mj0XInqZMHY,"['post-teen pop', 'pop', 'uk pop', 'alternative r&b']",197866
8372,77,75.0,EARFQUAKE,"Tyler, The Creator",15.0,1869693,2.2%,https://www.youtube.com/watch?v=HmAsUQEFYGI,"['hip hop', 'rap']",190066
8373,78,59.0,Do What You Gotta Do,Dove Cameron & Cheyenne Jackson,4.0,1829084,-16%,https://www.youtube.com/watch?v=PrL_b__CHrw,"['soul', 'classic soul', 'southern soul', 'rhythm and blues', 'motown', 'funk']",154493
8374,79,66.0,Press,Cardi B,12.0,1813972,-12.1%,https://www.youtube.com/watch?v=cJc7xWJbwJw,"['pop', 'rap', 'post-teen pop', 'dance pop', 'pop rap']",143791
8375,81,76.0,Whiskey Glasses,Morgan Wallen,18.0,1804928,-1.3%,https://www.youtube.com/watch?v=FjBp30kjzTc,[],180996
8376,82,67.0,Uno,Ambjaay,13.0,1799093,-11.1%,https://www.youtube.com/watch?v=p_M1UoraeFw,[],271556
8377,83,79.0,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,15.0,1783665,0.3%,https://www.youtube.com/watch?v=Oq8z-U3bPgo,"['southern hip hop', 'trap', 'pop', 'atl hip hop', 'rap', 'miami hip hop', 'post-teen pop', 'hip hop', 'dance pop', 'pop rap']",202625
8378,85,81.0,Triggered (freestyle),Jhené Aiko,14.0,1747859,0.6%,https://www.youtube.com/watch?v=t3aHdZfJckg,"['pop', 'urban contemporary', 'alternative r&b', 'r&b', 'dance pop', 'pop rap']",209933
8379,86,78.0,Beer Never Broke My Heart,Luke Combs,15.0,1729558,-4%,https://www.youtube.com/watch?v=7Lb9dq-JZFI,['contemporary country'],186733
8380,87,72.0,Bitchuary,Shordie Shordie,16.0,1729078,-6.1%,https://www.youtube.com/watch?v=9WyLkGp9eM0,"['vapor trap', 'baltimore hip hop', 'cali rap']",134213
8381,88,84.0,4 Sons of a King,YoungBoy Never Broke Again,11.0,1708832,-0.2%,https://www.youtube.com/watch?v=fVVnQyRhtTk,[],Unknown
8382,90,85.0,Dangerously In Love,YNW Melly,5.0,1689207,-0.2%,https://www.youtube.com/watch?v=NuKkSAvL1Bg,"['pop', 'urban contemporary', 'hip pop', 'girl group', 'r&b', 'neo soul', 'dance pop']",306306
8383,91,63.0,One Kiss,"Sofia Carson, Dove Cameron & China Anne McClain",4.0,1674191,-20.2%,https://www.youtube.com/watch?v=51A5vUrEgqg,"['pop', 'edm', 'uk dance', 'pop dance', 'electro house', 'house', 'progressive house', 'uk pop', 'dance pop', 'pop rap']",209040
8384,92,68.0,Middle Child (feat. XXXTENTACION),PnB Rock,3.0,1674063,-14.4%,https://www.youtube.com/watch?v=ca0h9TnbTIo,[],Unknown
8385,93,97.0,Change Ya Life,Haiti Babii,2.0,1659150,8.8%,https://www.youtube.com/watch?v=M9nTzR_wL3Q,[],156792
8386,94,82.0,Go Loko (feat. Jon Z & Tyga),YG,17.0,1641262,-5.4%,https://www.youtube.com/watch?v=y2cFkVfVf2Y,[],Unknown
8387,98,93.0,Pumped up Kicks,Foster the People,7.0,1609794,-1.4%,https://www.youtube.com/watch?v=SDTZ7iX4vTQ,[],233743
8388,1,1.0,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,27.0,13805136,-3.9%,https://www.youtube.com/watch?v=r7qovpFAGrQ,[],Unknown
8389,2,2.0,No Guidance (feat. Drake),Chris Brown,13.0,10480993,0.7%,https://www.youtube.com/watch?v=fVsHtPPP8X8,"['pop', 'rap', 'toronto rap', 'canadian hip hop', 'canadian pop', 'hip hop', 'r&b', 'dance pop', 'pop rap']",260640
8390,3,3.0,Ransom,Lil Tecca,14.0,10106738,-0.4%,https://www.youtube.com/watch?v=1XzY2ij_vL4,"['trap', 'rap', 'melodic rap', 'pop rap']",131240
8391,4,5.0,Señorita,Shawn Mendes & Camila Cabello,11.0,9266833,5.2%,https://www.youtube.com/watch?v=Pkh8UtuejGw,[],175213
8392,5,7.0,Truth Hurts,Lizzo,18.0,8746309,3.6%,https://www.youtube.com/watch?v=P00HMxdsVZI,"['pop', 'minnesota hip hop', 'post-teen pop', 'trap queen', 'escape room', 'dance pop', 'pop rap']",173325
8393,6,36.0,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,4.0,8311497,165.3%,https://www.youtube.com/watch?v=FbcLcSY2au4,"['southern hip hop', 'trap', 'pop', 'hip pop', 'houston rap', 'post-teen pop', 'queens hip hop', 'hip hop', 'trap queen', 'trap soul', 'r&b', 'dance pop', 'pop rap']",199427
8394,8,9.0,Sunflower,Post Malone & Swae Lee,46.0,6770598,-2.1%,https://www.youtube.com/watch?v=ApXoWvfEYVU,[],223266
8395,9,4.0,Baby,Lil Baby & DaBaby,7.0,6649543,-26.4%,https://www.youtube.com/watch?v=0GbwYFqN1iE,"['jazz blues', 'vocal jazz', 'adult standards', 'swing']",163013
8396,11,13.0,bad guy,Billie Eilish,23.0,5841108,-8.1%,https://www.youtube.com/watch?v=DyDfgMOUjCI,"['electropop', 'pop']",194087
8397,12,15.0,Shotta Flow,NLE Choppa,33.0,5477446,-3.3%,https://www.youtube.com/watch?v=3W0e7aI0gAg,"['trap', 'memphis hip hop']",160013
8398,13,10.0,Queen of Mean,Sarah Jeffery,5.0,5360141,-19.5%,https://www.youtube.com/watch?v=r9o1QS-itsU,[],189386
8399,15,6.0,Money In The Grave (feat. Rick Ross),Drake,12.0,5223269,-39.6%,https://www.youtube.com/watch?v=JFOiJ5ZvQlE,[],Unknown
8400,16,16.0,The Git Up,Blanco Brown,13.0,4829439,-3.1%,https://www.youtube.com/watch?v=DT4kQlM5xuE,['country rap'],200593
8401,17,12.0,On Chill (feat. Jeremih),Wale,3.0,4747195,-25.7%,https://www.youtube.com/watch?v=iX9ICUr1yEw,"['southern hip hop', 'trap', 'pop', 'r&b', 'rap', 'urban contemporary', 'post-teen pop', 'chicago rap', 'hip hop', 'gangster rap', 'dance pop', 'pop rap']",214035
8402,18,17.0,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",7.0,4696712,-4.2%,https://www.youtube.com/watch?v=0VR3dfZf9Yg,"['afro-cuban percussion', 'salsa', 'musica tradicional cubana', 'latin jazz', 'mambo', 'jazz puertorriqueno']",175933
8403,19,39.0,My Type,Saweetie,9.0,4535544,55.4%,https://www.youtube.com/watch?v=x5c2iRHlAHA,['australian comedy'],136320
8404,20,44.0,Adicto,"Tainy, Anuel AA & Ozuna",2.0,4519111,69.8%,https://www.youtube.com/watch?v=58u-zkDLNPg,"['latin hip hop', 'trap boricua', 'trap latino', 'latin pop', 'latin', 'puerto rican pop', 'pop reggaeton', 'tropical', 'reggaeton', 'reggaeton flow']",270740
8405,21,11.0,F.N,Lil Tjay,4.0,4411950,-31.6%,https://www.youtube.com/watch?v=R9RtTGzs5EE,"['nyc rap', 'brooklyn drill', 'melodic rap']",224000
8406,22,21.0,Suge (Yea Yea),DaBaby,26.0,4403174,0.6%,https://www.youtube.com/watch?v=KvuQNNVrbtM,[],Unknown
8407,23,26.0,Night Falls,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair",5.0,4370005,22.6%,https://www.youtube.com/watch?v=i8pK6qmtllU,"['indie shoegaze', 'nu gaze', 'shoegaze']",241798
8408,25,20.0,POP OUT (feat. Lil Tjay),Polo G,32.0,4239329,-3.4%,https://www.youtube.com/watch?v=g-uW3I_AtDE,[],Unknown
8409,26,27.0,Someone You Loved,Lewis Capaldi,9.0,4206289,18.6%,https://www.youtube.com/watch?v=zABLecsR5UE,"['pop', 'uk pop']",182160
8410,27,23.0,Cash Shit (feat. DaBaby),Megan Thee Stallion,11.0,4167614,6.8%,https://www.youtube.com/watch?v=2Xe7OAFljOA,"['pop', 'rap', 'houston rap', 'trap queen', 'north carolina hip hop', 'pop rap']",192539
8411,28,22.0,Goodbyes (feat. Young Thug),Post Malone,9.0,4148249,0.4%,https://www.youtube.com/watch?v=ba7mB8oueCY,"['trap', 'atl trap', 'rap', 'atl hip hop', 'hip hop', 'gangster rap', 'dfw rap', 'melodic rap', 'pop rap']",174853
8412,29,19.0,Otro Trago (feat. Darell),Sech,17.0,4145408,-7.6%,https://www.youtube.com/watch?v=t_qn-f7XfJo,[],Unknown
8413,30,35.0,Effortless,Polo G,3.0,4139929,31.6%,https://www.youtube.com/watch?v=kQZJbGifttw,['chicago rap'],171466
8414,31,18.0,No Me Conoce (Remix),"Jhay cortez, J Balvin & Bad Bunny",14.0,4076346,-11.3%,https://www.youtube.com/watch?v=w2C6RhQBYlg,[],Unknown
8415,32,29.0,Envy Me,Calboy,41.0,3981463,18.7%,https://www.youtube.com/watch?v=FhPvceQcfzE,"['trap', 'rap', 'vapor trap', 'chicago rap', 'melodic rap']",120133
8416,35,31.0,Close Friends,Lil Baby & Gunna,48.0,3680834,12.6%,https://www.youtube.com/watch?v=hhzYbExfVIY,"['alternative metal', 'post-grunge', 'industrial metal', 'rap metal', 'rap rock', 'nu metal']",204066
8417,36,8.0,Lover,Taylor Swift,2.0,3673865,-53.5%,https://www.youtube.com/watch?v=-BjZmE2gtdo,"['free jazz', 'jazz saxophone', 'jazz', 'cool jazz', 'bebop']",476360
8418,37,24.0,Callaíta,Bad Bunny,14.0,3605854,-4%,https://www.youtube.com/watch?v=acEOASYioGY,[],Unknown
8419,38,25.0,Clout (feat. Cardi B),Offset,24.0,3515628,-2.6%,https://www.youtube.com/watch?v=mt2zvsvkKKo,"['southern hip hop', 'trap', 'pop', 'atl hip hop', 'rap', 'post-teen pop', 'hip hop', 'dance pop', 'pop rap']",205803
8420,39,28.0,Without Me,Halsey,47.0,3413567,0.9%,https://www.youtube.com/watch?v=ZAfAud_M_mg,"['hip hop', 'rap', 'detroit hip hop']",290320
8421,40,53.0,LA CANCIÓN,J Balvin & Bad Bunny,7.0,3368743,36.8%,https://www.youtube.com/watch?v=LxOTsiV4tkQ,"['trap latino', 'reggaeton', 'latin', 'reggaeton colombiano']",242573
8422,41,50.0,One Thing Right,Marshmello & Kane Brown,5.0,3202232,27.7%,https://www.youtube.com/watch?v=29a6o5vRKVM,"['pop', 'country', 'edm', 'country road', 'pop dance', 'brostep', 'contemporary country', 'progressive electro house', 'dance pop']",181823
8423,42,33.0,Better,Khalid,47.0,3143906,-2.2%,https://www.youtube.com/watch?v=x3bfa3DZ8JM,"['alternative metal', 'grunge', 'industrial metal', 'rock', 'alternative rock', 'industrial rock', 'rap rock', 'post-hardcore', 'nu metal']",190066
8424,43,34.0,Talk,"Khalid, Megan Thee Stallion & Yo Gotti",26.0,3066041,-3.8%,https://www.youtube.com/watch?v=hE2Ira-Cwxo,"['australian pop', 'pop', 'edm', 'pop dance', 'electro house', 'electronic trap', 'dance pop', 'pop rap']",237960
8425,44,76.0,Beautiful People (feat. Khalid),Ed Sheeran,5.0,3043102,61%,https://www.youtube.com/watch?v=mj0XInqZMHY,"['post-teen pop', 'pop', 'uk pop', 'alternative r&b']",197866
8426,45,37.0,Happier (feat. Bastille),Marshmello,51.0,3015334,-2.7%,https://www.youtube.com/watch?v=m7Bc3pLyij0,[],Unknown
8427,47,40.0,7 rings,Ariana Grande,33.0,2746885,-5.4%,https://www.youtube.com/watch?v=QYh6mYIJG2Y,"['post-teen pop', 'pop', 'dance pop']",178626
8428,48,45.0,Nunca Es Suficiente (Live) (feat. Natalia Lafourcade),Los Ángeles Azules,24.0,2725163,4%,https://www.youtube.com/watch?v=k76BgIb89-s,[],Unknown
8429,49,58.0,Did it Again,Lil Tecca,5.0,2720947,11.7%,https://www.youtube.com/watch?v=YdrUe_IFSjs,[],Unknown
8430,50,90.0,Dangerously In Love,YNW Melly,6.0,2629191,55.6%,https://www.youtube.com/watch?v=NuKkSAvL1Bg,"['pop', 'urban contemporary', 'hip pop', 'girl group', 'r&b', 'neo soul', 'dance pop']",306306
8431,51,41.0,The London (feat. J. Cole & Travis Scott),Young Thug,15.0,2605693,-7.9%,https://www.youtube.com/watch?v=OKhT_6XtD7I,"['trap', 'atl trap', 'atl hip hop', 'rap', 'hip hop', 'slap house', 'gangster rap', 'north carolina hip hop', 'conscious hip hop', 'melodic rap', 'pop rap']",200186
8432,52,60.0,Panini,Lil Nas X,11.0,2605136,10%,https://www.youtube.com/watch?v=bXcSLI58-h8,"['country rap', 'queer country', 'lgbtq+ hip hop', 'pop rap']",114893
8433,53,30.0,You Need To Calm Down,Taylor Swift,12.0,2558009,-23.3%,https://www.youtube.com/watch?v=Dkk9gvTmCXY,"['post-teen pop', 'pop']",171360
8434,54,38.0,Si Se Da,Myke Towers & Farruko,17.0,2516387,-17.8%,https://www.youtube.com/watch?v=LXjRV-oSD1U,"['latin hip hop', 'latin', 'tropical', 'reggaeton', 'trap latino']",237013
8435,55,63.0,23 Island,JayDaYoungan,2.0,2454837,7.1%,https://www.youtube.com/watch?v=WChdrGtdLUI,"['trap', 'southern hip hop', 'melodic rap']",243246
8436,56,47.0,Hot (feat. Gunna),Young Thug,2.0,2441369,-5.7%,https://www.youtube.com/watch?v=leJNDpm_G10,"['trap', 'atl trap', 'atl hip hop', 'rap', 'hip hop', 'gangster rap', 'melodic rap', 'pop rap']",193026
8437,57,54.0,Con Altura (feat. El Guincho),ROSALÍA & J Balvin,20.0,2422756,-1.1%,https://www.youtube.com/watch?v=p7bfOZek9t4,[],Unknown
8438,58,59.0,Easy (Remix) (feat. Chris Brown),DaniLeigh,12.0,2306332,-2.7%,https://www.youtube.com/watch?v=7Nbv3reNErw,[],Unknown
8439,59,61.0,It's You,Ali Gatie,12.0,2231015,-5.6%,https://www.youtube.com/watch?v=F-cO2CMue4Q,['sunshine pop'],201306
8440,60,75.0,Exchange,Bryson Tiller,13.0,2228470,13.7%,https://www.youtube.com/watch?v=aj9coPGuFkM,"['nu jazz', 'electronica', 'trip hop', 'big beat', 'downtempo']",251200
8441,61,65.0,Babushka Boi,A$AP Rocky,2.0,2219494,-2.2%,https://www.youtube.com/watch?v=KViOTZ62zBg,['workout product'],187973
8442,62,73.0,Ballin,Mustard,7.0,2191604,9.5%,https://www.youtube.com/watch?v=YS0h2-hy9rw,"['trap', 'melodic rap', 'pop r&b']",147480
8443,63,46.0,Lalala,Y2K & bbno$,5.0,2191569,-15.4%,https://www.youtube.com/watch?v=N2Y2vQ-1m7M,"['vapor trap', 'canadian hip hop', 'pop rap', 'dark trap', 'meme rap']",160626
8444,64,32.0,Juicy,Doja Cat & Tyga,3.0,2119522,-35.1%,https://www.youtube.com/watch?v=YIALlhlyqO4,"['southern hip hop', 'trap', 'pop', 'rap', 'hip hop', 'dance pop', 'pop rap']",203093
8445,65,62.0,SOLTERA (feat. Chris Jedi & Gaby Music),Lunay,17.0,2115009,-9.5%,https://www.youtube.com/watch?v=YZxmoOvqWek,[],Unknown
8446,68,66.0,Shotta Flow 3,NLE Choppa,7.0,2045197,-7.4%,https://www.youtube.com/watch?v=FvGgFzagfI4,"['trap', 'memphis hip hop']",181237
8447,69,72.0,boyfriend,Ariana Grande & Social House,5.0,2037186,-1.6%,https://www.youtube.com/watch?v=9SRxBTtspYM,['workout product'],193234
8448,72,70.0,Leave Em Alone (feat. City Girls & PnB Rock),"Quality Control, Layton Greene & Lil Baby",9.0,1969620,-6.6%,https://www.youtube.com/watch?v=DApzVVyNMRI,[],Unknown
8449,73,67.0,Daddy (feat. Rich The Kid),Blueface,11.0,1967897,-9.3%,https://www.youtube.com/watch?v=-z6tnA8DfG8,[],Unknown
8450,75,51.0,CUIDAO POR AHÍ,J Balvin & Bad Bunny,2.0,1921650,-23.3%,https://www.youtube.com/watch?v=zvAUZQxb0ME,"['trap latino', 'reggaeton', 'latin', 'reggaeton colombiano']",198320
8451,76,48.0,Motivation,Normani,2.0,1893124,-26.3%,https://www.youtube.com/watch?v=FKXSh14svlQ,"['bay area hip hop', 'hyphy', 'west coast trap', 'cali rap']",142511
8452,77,69.0,I Don't Care,Ed Sheeran & Justin Bieber,17.0,1887566,-12.3%,https://www.youtube.com/watch?v=y83x7MgzWOA,"['acoustic blues', 'piedmont blues', 'traditional blues', 'country blues', 'blues']",174026
8453,78,49.0,How Do You Sleep?,Sam Smith,7.0,1878364,-26.1%,https://www.youtube.com/watch?v=PmYypVozQb4,"['modern alternative rock', 'welsh indie']",220977
8454,81,82.0,Uno,Ambjaay,14.0,1794752,-0.2%,https://www.youtube.com/watch?v=p_M1UoraeFw,[],271556
8455,82,81.0,Whiskey Glasses,Morgan Wallen,19.0,1785944,-1.1%,https://www.youtube.com/watch?v=FjBp30kjzTc,[],180996
8456,83,93.0,Change Ya Life,Haiti Babii,3.0,1758112,6%,https://www.youtube.com/watch?v=M9nTzR_wL3Q,[],156792
8457,85,79.0,Press,Cardi B,13.0,1734920,-4.4%,https://www.youtube.com/watch?v=cJc7xWJbwJw,"['pop', 'rap', 'post-teen pop', 'dance pop', 'pop rap']",143791
8458,86,77.0,EARFQUAKE,"Tyler, The Creator",16.0,1720928,-8%,https://www.youtube.com/watch?v=HmAsUQEFYGI,"['hip hop', 'rap']",190066
8459,87,83.0,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,16.0,1715923,-3.8%,https://www.youtube.com/watch?v=Oq8z-U3bPgo,"['southern hip hop', 'trap', 'pop', 'atl hip hop', 'rap', 'miami hip hop', 'post-teen pop', 'hip hop', 'dance pop', 'pop rap']",202625
8460,88,87.0,Bitchuary,Shordie Shordie,17.0,1703795,-1.5%,https://www.youtube.com/watch?v=9WyLkGp9eM0,"['vapor trap', 'baltimore hip hop', 'cali rap']",134213
8461,89,86.0,Beer Never Broke My Heart,Luke Combs,16.0,1691490,-2.2%,https://www.youtube.com/watch?v=7Lb9dq-JZFI,['contemporary country'],186733
8462,91,85.0,Triggered (freestyle),Jhené Aiko,15.0,1664214,-4.8%,https://www.youtube.com/watch?v=t3aHdZfJckg,"['pop', 'urban contemporary', 'alternative r&b', 'r&b', 'dance pop', 'pop rap']",209933
8463,92,88.0,4 Sons of a King,YoungBoy Never Broke Again,12.0,1635466,-4.3%,https://www.youtube.com/watch?v=fVVnQyRhtTk,[],Unknown
8464,100,78.0,Do What You Gotta Do,Dove Cameron & Cheyenne Jackson,5.0,1551348,-15.2%,https://www.youtube.com/watch?v=PrL_b__CHrw,"['soul', 'classic soul', 'southern soul', 'rhythm and blues', 'motown', 'funk']",154493
8465,1,52.0,Panini,Lil Nas X,12.0,19654811,654.5%,https://www.youtube.com/watch?v=bXcSLI58-h8,"['country rap', 'queer country', 'lgbtq+ hip hop', 'pop rap']",114893
8466,2,1.0,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,28.0,12719721,-7.9%,https://www.youtube.com/watch?v=r7qovpFAGrQ,[],Unknown
8467,3,2.0,No Guidance (feat. Drake),Chris Brown,14.0,11103690,5.9%,https://www.youtube.com/watch?v=fVsHtPPP8X8,"['pop', 'rap', 'toronto rap', 'canadian hip hop', 'canadian pop', 'hip hop', 'r&b', 'dance pop', 'pop rap']",260640
8468,4,3.0,Ransom,Lil Tecca,15.0,8737598,-13.5%,https://www.youtube.com/watch?v=1XzY2ij_vL4,"['trap', 'rap', 'melodic rap', 'pop rap']",131240
8469,6,4.0,Señorita,Shawn Mendes & Camila Cabello,12.0,8185665,-11.7%,https://www.youtube.com/watch?v=Pkh8UtuejGw,[],175213
